Name,URL,Address,Rating
Government College Bahadurgarh (Haryana),https://www.google.com/maps/place/Government+College+Bahadurgarh+%28Haryana%29/data=!4m7!3m6!1s0x390d0eb02d28b225:0x264626abe4f46235!8m2!3d28.6787036!4d76.9302965!16s%2Fg%2F11bws97176!19sChIJJbIoLbAODTkRNWL05KsmRiY?authuser=0&hl=en&rclk=1,"
17, Balaur Rd, Arya Nagar, Jhajjar, Bahadurgarh, Haryana 124507",
"Maharshi Dayanand University Centre For Professional And Allied Studies, Gurugram (MDU-CPAS)","https://www.google.com/maps/place/Maharshi+Dayanand+University+Centre+For+Professional+And+Allied+Studies,+Gurugram+%28MDU-CPAS%29/data=!4m7!3m6!1s0x390d18f5095f2e7d:0x5824ce257c0d54bf!8m2!3d28.4500837!4d77.0582522!16s%2Fg%2F11b64ddw8z!19sChIJfS5fCfUYDTkRv1QNfCXOJFg?authuser=0&hl=en&rclk=1","
475, Dalal St, Opposite Police Station Sector 40, Urban Estate, Sector 40, Gurugram, Haryana 122001",
IBMR Business School,https://www.google.com/maps/place/IBMR+Business+School/data=!4m7!3m6!1s0x390d1805328a8df1:0x6d5b3e1ce8e706d3!8m2!3d28.4309504!4d77.0189442!16s%2Fg%2F11x9j4nd7!19sChIJ8Y2KMgUYDTkR0wbn6Bw-W20?authuser=0&hl=en&rclk=1,"
D7, Infocity II, near Hero Honda Chowk, Phase 2, Info Technology Park, Sector 33, Gurugram, Haryana 122001",
World College Of Technology & Management,https://www.google.com/maps/place/World+College+Of+Technology+%26+Management/data=!4m7!3m6!1s0x390d6bacc6d9394d:0x674ba4e4f25e289c!8m2!3d28.4436382!4d76.7722635!16s%2Fm%2F0m0jpc9!19sChIJTTnZxqxrDTkRnChe8uSkS2c?authuser=0&hl=en&rclk=1,"
5km Ahead, Farukh Nagar (Kherakhurrampur), Gurgaon, Haryana 122506",
Rishikul College Gurugram,https://www.google.com/maps/place/Rishikul+College+Gurugram/data=!4m7!3m6!1s0x390d174b4e52d10d:0xdb127c8cdcd0372a!8m2!3d28.4535504!4d76.9816862!16s%2Fg%2F11qn7cwcw8!19sChIJDdFSTksXDTkRKjfQ3Ix8Ets?authuser=0&hl=en&rclk=1,"
near Rama Garden, Basai Enclave, extension, Sector 37C, Gurugram, Haryana 122006",
KIIT College of Engineering,https://www.google.com/maps/place/KIIT+College+of+Engineering/data=!4m7!3m6!1s0x390d1872f824ab35:0xc04ba6d352cf7ca6!8m2!3d28.3623727!4d77.0648261!16s%2Fg%2F1tplj35s!19sChIJNask-HIYDTkRpnzPUtOmS8A?authuser=0&hl=en&rclk=1,"
9367+WWW, Badshahpur Sohna Rd Hwy, Bhondsi, Gurugram, Haryana 122102",
"Jagannath University, Haryana","https://www.google.com/maps/place/Jagannath+University,+Haryana/data=!4m7!3m6!1s0x390d73cd1c955beb:0xe5c2a2efe05ef90d!8m2!3d28.6318745!4d76.758136!16s%2Fm%2F0zdt1kt!19sChIJ61uVHM1zDTkRDfle4O-iwuU?authuser=0&hl=en&rclk=1","
Jhajjar Rd, Bahadurgarh, Haryana 124507",
Shri Vishwakarma Skill University Haryana,https://www.google.com/maps/place/Shri+Vishwakarma+Skill+University+Haryana/data=!4m7!3m6!1s0x390cdbf014c2c837:0x4ab1e23901c30ebb!8m2!3d28.449118!4d77.0756005!16s%2Fg%2F11c7t46l8x!19sChIJN8jCFPDbDDkRuw7DATnisUo?authuser=0&hl=en&rclk=1,"
Plot no. 147, Sector 44 Rd, Kanahi, Gurugram, Haryana 122003",
Haryana-IGNOU Community College,https://www.google.com/maps/place/Haryana-IGNOU+Community+College/data=!4m7!3m6!1s0x390d3c1a38b6fafd:0x5e6046df1dabb637!8m2!3d28.3360761!4d76.9277545!16s%2Fg%2F1tfq7m71!19sChIJ_fq2OBo8DTkRN7arHd9GYF4?authuser=0&hl=en&rclk=1,"
8WPH+C4J, NH 48, Gurugram, Haryana 122105",
Government girls college sec 52,https://www.google.com/maps/place/Government+girls+college+sec+52/data=!4m7!3m6!1s0x390d19658d1c1465:0x151727883b7575e3!8m2!3d28.4448375!4d77.0760156!16s%2Fg%2F11rrzx60l8!19sChIJZRQcjWUZDTkR43V1O4gnFxU?authuser=0&hl=en&rclk=1,"
C3VG+WCJ, Block B, Ardee City, Sector 52, Literacy, Gurugram, Haryana 122022",
