Name,URL,Address,Rating
Gauri Shankar Mandir,https://www.google.com/maps/place/Gauri+Shankar+Mandir/data=!4m7!3m6!1s0x390d193064a82011:0x6c646b8bc50c1ad1!8m2!3d28.489322!4d77.0890798!16s%2Fg%2F11c6pr053b!19sChIJESCoZDAZDTkR0RoMxYtrZGw?authuser=0&hl=en&rclk=1,N/A,N/A
Ayyappa Temple,https://www.google.com/maps/place/Ayyappa+Temple/data=!4m7!3m6!1s0x390d1bd8acc94493:0x22221651e439f9f9!8m2!3d28.5184258!4d77.0739032!16s%2Fg%2F1tfvrblp!19sChIJk0TJrNgbDTkR-fk55FEWIiI?authuser=0&hl=en&rclk=1,N/A,N/A
Jagannath Temple,https://www.google.com/maps/place/Jagannath+Temple/data=!4m7!3m6!1s0x390d1845700b5caf:0x8d432620b50b5f18!8m2!3d28.456729!4d77.0426938!16s%2Fg%2F1261c_jnb!19sChIJr1wLcEUYDTkRGF8LtSAmQ40?authuser=0&hl=en&rclk=1,N/A,N/A
"Shri Jagannath Temple, Gurugram, Delhi NCR","https://www.google.com/maps/place/Shri+Jagannath+Temple,+Gurugram,+Delhi+NCR/data=!4m7!3m6!1s0x390d18e8c1fe29ef:0x37468b08c4fde99e!8m2!3d28.4587598!4d77.0747767!16s%2Fg%2F11fx7p7mw6!19sChIJ7yn-wegYDTkRnun9xAiLRjc?authuser=0&hl=en&rclk=1",N/A,N/A
Hanuman Ji Temple Sector 23 Dwarka New Delhi,https://www.google.com/maps/place/Hanuman+Ji+Temple+Sector+23+Dwarka+New+Delhi/data=!4m7!3m6!1s0x390d1aff79bbc5ab:0x6b2a8a13cbb014ab!8m2!3d28.562342!4d77.053411!16s%2Fg%2F11b6ngc5t8!19sChIJq8W7ef8aDTkRqxSwyxOKKms?authuser=0&hl=en&rclk=1,N/A,N/A
"Radhe Krishna Temple, Sector-31","https://www.google.com/maps/place/Radhe+Krishna+Temple,+Sector-31/data=!4m7!3m6!1s0x390d185ba0d5e9ab:0x6f37e43f9e70a8e4!8m2!3d28.4552073!4d77.0483902!16s%2Fg%2F11bwfm79fx!19sChIJq-nVoFsYDTkR5Khwnj_kN28?authuser=0&hl=en&rclk=1",N/A,N/A
"KaliBari Temple, Dwarka","https://www.google.com/maps/place/KaliBari+Temple,+Dwarka/data=!4m7!3m6!1s0x390d1ac6f32fee1f:0x52eef785a349dd31!8m2!3d28.5912504!4d77.0376445!16s%2Fg%2F11r8yyxt3!19sChIJH-4v88YaDTkRMd1Jo4X37lI?authuser=0&hl=en&rclk=1",N/A,N/A
"Sankat Mochan Hanuman Mandir, Delhi","https://www.google.com/maps/place/Sankat+Mochan+Hanuman+Mandir,+Delhi/data=!4m7!3m6!1s0x390d1c43e9c3c4a7:0x11a1973920c2d23!8m2!3d28.5529345!4d77.1298405!16s%2Fg%2F11c1mmdwk8!19sChIJp8TD6UMcDTkRIy0MknMZGgE?authuser=0&hl=en&rclk=1",N/A,N/A
Shri Siddhi Ganesh Mandir,https://www.google.com/maps/place/Shri+Siddhi+Ganesh+Mandir/data=!4m7!3m6!1s0x390d18de28d3d4b1:0x95843bbd78f20e52!8m2!3d28.4702554!4d77.0811607!16s%2Fg%2F11b6syqj96!19sChIJsdTTKN4YDTkRUg7yeL07hJU?authuser=0&hl=en&rclk=1,N/A,N/A
Pandupol Hanuman Mandir Gurugram,https://www.google.com/maps/place/Pandupol+Hanuman+Mandir+Gurugram/data=!4m7!3m6!1s0x390d1849d0ea38c1:0x62482ffc172e440d!8m2!3d28.4600911!4d77.0339479!16s%2Fg%2F1pp2x5rxt!19sChIJwTjq0EkYDTkRDUQuF_wvSGI?authuser=0&hl=en&rclk=1,N/A,N/A
